45.5891,-1.91195
32.8322,-0.354984
48.87,-0.409845
17.05,0.292984
52.761,0.371314
48.035,1.67867
34.9826,-0.498471
45.6887,-1.70702
48.8326,-2.01773
15.761,0.280641
45.471,0.957609
45.1109,1.6265
43.6649,-2.20038
42.712,-1.129
32.6762,-0.618748
14.322,0.271117
16.8209,8.98187
18.0299,8.87851
43.3888,-3.42638
32.0573,-1.44759
38.653,-0.393575
12.9329,0.263736
34.379,0.0373199
6.14763,11.3444
34.0092,-1.7268
9.19492,-1.27491
24.7614,-5.29489
11.5179,0.258629
20.534,-13.2449
3.6498,-11.1803
30.3713,-10.2013
11.3914,-4.23383
8.76552,4.92296
10.0289,0.256098
12.5125,4.15582
0.650352,6.90777
4.93489,6.64227
5.00003,3.52352
13.5496,1.4918
8.61386,0.25475
5.37245,11.7435
2.63437,-6.0097
