35.215,-1.25058
34.1658,-1.56828
40.335,-0.407889
17.225,0.292808
53.624,0.929434
27.6215,2.303
21.0479,-8.40951
28.3045,3.46231
40.6124,-18.9076
15.961,0.280062
11.1983,15.2182
16.9322,7.10646
35.8932,3.83354
13.378,-14.5396
12.8587,-9.87866
14.547,0.270087
2.10946,-2.5988
-0.346631,-11.2913
10.0403,2.85549
24.4369,0.677344
18.6501,11.1667
13.1079,0.262676
14.9243,-16.211
11.7155,8.75884
28.3491,-9.35643
11.8785,-5.8531
26.6918,-1.97979
11.5929,0.258081
6.50671,8.93251
1.15006,-4.49009
31.4174,-0.933821
10.8829,7.10507
14.4835,9.18752
10.1789,0.254845
6.17455,-1.75863
0.856738,6.30748
19.404,-9.10334
4.80741,-9.17288
16.4096,-3.41955
8.68886,0.254061
8.80755,-7.02231
0.314311,-3.80352
