32.3652,-1.87864
34.1359,-0.969927
45.39,-0.407065
17.35,0.292681
53.7498,0.843641
44.8649,1.64514
41.846,-1.843
38.2999,-0.168481
28.3219,-3.16194
16.036,0.279842
46.406,0.952607
42.2256,1.55932
38.842,-1.843
13.3558,4.97831
22.8157,3.56971
14.672,0.269508
13.8255,3.21028
38.0269,1.81531
36.358,-1.843
35.898,-1.129
35.618,-0.414
13.2829,0.261601
9.00086,5.09823
33.2975,0.781982
35.113,-1.843
16.3459,-5.0181
32.863,-0.414
11.7429,0.256974
32.043,1.014
31.843,1.729
32.179,-1.843
32.159,-1.129
30.1152,-1.46829
10.3789,0.253147
26.1173,0.25292
12.2093,5.06714
6.88515,-1.24509
9.22469,-5.39597
8.12236,2.05232
8.96385,0.25149
12.1064,-3.54263
7.07277,4.35649
