46.7488,-1.73851
46.5342,-1.53003
49.97,-0.409317
17.575,0.292449
54.98,-0.933029
49.315,1.67195
46.7491,-2.31335
11.8598,5.59805
29.1931,-16.292
16.236,0.279251
15.8518,6.12265
18.5556,-2.92867
22.381,-16.4471
3.31168,6.6684
-2.42937,6.4086
14.797,0.268922
18.3811,8.62322
5.45173,-18.6009
23.663,3.06274
25.6028,-11.4207
5.19945,10.8499
13.3079,0.261446
9.30345,3.7735
6.91298,-5.00947
8.53188,-0.36022
25.1514,-10.4152
21.3079,-3.06589
11.8929,0.255853
3.81143,-5.46748
19.2728,12.7097
21.2178,-6.28746
24.9694,-4.61198
21.1757,-3.71135
10.4289,0.252718
8.37498,2.37119
24.281,2.91242
34.0627,-4.74878
18.0338,-6.91026
4.52861,-4.41866
8.91385,0.251962
11.2235,-18.5433
17.2373,-6.28177
