3.33684,-1.62962
3.29125,-0.876017
3.32321,-0.186492
3.28734,0.543778
3.38466,1.15782
3.38782,1.87499
2.65233,-2.02758
3.76464,0.586827
2.69077,-0.258788
2.62978,0.0566692
3.97762,2.83693
2.63107,1.47382
3.58557,-0.0301637
2.56758,-1.42289
2.66288,-0.750335
3.85854,2.19935
2.7215,1.22172
2.81962,1.9333
3.34637,-3.08004
3.40217,0.0878076
3.45816,0.890857
3.44002,-1.01334
5.38567,2.77213
3.52332,3.10506
3.25864,-1.12786
3.9368,2.01403
3.01871,-1.85561
2.96765,-1.187
3.07216,-0.535432
3.5229,2.57302
2.46105,-3.56168
2.88508,-0.209942
3.56739,2.69918
2.96537,1.23284
2.99047,1.94192
2.60614,-0.107096
2.08474,-3.36909
3.28111,-3.99682
4.15385,1.43036
3.38612,3.34043
3.40493,-2.14769
3.08593,-1.84577
